OID_,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,shape_wkt,POINT_X,POINT_Y
433,45479,"Oak, Scarlet",Quercus coccinea,1,3-6in,5,--,Boston,Allston-Brighton,Smith Playground,-71.1309509,42.363781,POINT (-71.130949881999982 42.363781912000036),-71.13094988,42.36378191
434,45480,"Oak, Scarlet",Quercus coccinea,1,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.131012,42.3636742,POINT (-71.131008890999965 42.363672911000037),-71.13100889,42.36367291
435,45481,"Oak, Swamp White",Quercus bicolor,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1309814,42.3637352,POINT (-71.130984750999971 42.363733357000058),-71.13098475,42.36373336
436,45482,"Oak, Scarlet",Quercus coccinea,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1308899,42.3637276,POINT (-71.130888982999977 42.363728828000035),-71.13088898,42.36372883
437,42949,"Maple, Norway",Acer platanoides,1,12-18in,16,--,Boston,Allston-Brighton,Hobart Park,-71.1615829,42.3554306,POINT (-71.161585988999946 42.355429061000052),-71.16158599,42.35542906
438,45483,"Maple, Red",Acer rubrum,1,3-6in,5,--,Boston,Allston-Brighton,Smith Playground,-71.1308365,42.3639984,POINT (-71.130839361999961 42.36399934800005),-71.13083936,42.36399935
439,45484,"Maple, Red",Acer rubrum,1,3-6in,5,--,Boston,Allston-Brighton,Smith Playground,-71.1307678,42.3641701,POINT (-71.13076694199998 42.364171767000073),-71.13076694,42.36417177
440,45485,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,Allston-Brighton,Smith Playground,-71.1307983,42.3638535,POINT (-71.130799128999968 42.363851702000034),-71.13079913,42.3638517
441,45486,"Maple, Red",Acer rubrum,1,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.1307373,42.3638916,POINT (-71.130736096999954 42.363892330000056),-71.1307361,42.36389233
442,45487,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,Allston-Brighton,Smith Playground,-71.1306305,42.3640862,POINT (-71.130628807999983 42.364087540000071),-71.13062881,42.36408754
443,45488,"Sweetgum, Common",Liquidambar styraciflua,1,6-12in,7,--,Boston,Allston-Brighton,Smith Playground,-71.1306686,42.3640404,POINT (-71.130671723999967 42.364038985000036),-71.13067172,42.36403899
444,45489,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,Allston-Brighton,Smith Playground,-71.1305618,42.3642387,POINT (-71.130561752999938 42.364238158000035),-71.13056175,42.36423816
445,45490,"Maple, Red",Acer rubrum,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1310577,42.3643303,POINT (-71.131060643999945 42.364330313000039),-71.13106064,42.36433031
446,45491,"Maple, Red",Acer rubrum,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1320496,42.3646049,POINT (-71.132053060999965 42.364605785000037),-71.13205306,42.36460579
447,45492,"Maple, Red",Acer rubrum,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1317978,42.364521,POINT (-71.131799592999982 42.364522549000071),-71.13179959,42.36452255
448,45493,"Maple, Red",Acer rubrum,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1317291,42.3645096,POINT (-71.131732536999948 42.364510658000029),-71.13173254,42.36451066
449,45498,"Basswood, American",Tilia americana,1,3-6in,3,--,Boston,Roslindale,Mt. Hope Cemetery,-71.103302,42.2825241,POINT (-71.103301697999939 42.282523068000046),-71.1033017,42.28252307
450,45499,"Hornbeam, European",Carpinus betulus,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1323853,42.3635712,POINT (-71.132386718999953 42.363571075000038),-71.13238672,42.36357108
451,45500,"Hornbeam, European",Carpinus betulus,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1323547,42.3635864,POINT (-71.132355872999938 42.363586930000054),-71.13235587,42.36358693
452,45501,"Hornbeam, European",Carpinus betulus,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.132309,42.3635941,POINT (-71.13230759399994 42.363595848000045),-71.13230759,42.36359585
453,45502,"Hornbeam, European",Carpinus betulus,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1322937,42.3635635,POINT (-71.132294181999953 42.363562157000047),-71.13229418,42.36356216
454,45503,"Hornbeam, European",Carpinus betulus,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1323166,42.3635445,POINT (-71.132319662999976 42.363546302000032),-71.13231966,42.3635463
455,45504,"Hornbeam, European",Carpinus betulus,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1323624,42.3635406,POINT (-71.132358554999939 42.363539366000055),-71.13235855,42.36353937
456,45510,"Redbud, Eastern",Cercis canadensis,3,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.1315994,42.3632584,POINT (-71.131600830999957 42.363256953000075),-71.13160083,42.36325695
457,45511,"Redbud, Eastern",Cercis canadensis,3,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.131546,42.3632431,POINT (-71.131543163999936 42.363242089000039),-71.13154316,42.36324209
458,45512,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1314774,42.3632393,POINT (-71.13147879099995 42.36324109800006),-71.13147879,42.3632411
459,45513,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1313858,42.363636,POINT (-71.131382230999975 42.363636476000067),-71.13138223,42.36363648
460,45514,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.131485,42.3636856,POINT (-71.13148281399998 42.363686022000024),-71.13148281,42.36368602
461,45515,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1315765,42.3636551,POINT (-71.131576691999953 42.363653321000072),-71.13157669,42.36365332
462,45516,"Oak, Scarlet",Quercus coccinea,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1316452,42.3634987,POINT (-71.131647769999972 42.363499729000068),-71.13164777,42.36349973
463,45517,"Oak, Scarlet",Quercus coccinea,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1315918,42.3635292,POINT (-71.131590102999951 42.363527475000069),-71.1315901,42.36352748
464,45518,"Oak, Scarlet",Quercus coccinea,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1315308,42.3634987,POINT (-71.131529752999938 42.363498738000033),-71.13152975,42.36349874
465,45519,"Oak, Scarlet",Quercus coccinea,1,0-3in,2,--,Boston,Allston-Brighton,Smith Playground,-71.13134,42.3635139,POINT (-71.131340656999953 42.363515584000027),-71.13134066,42.36351558
466,45520,"Oak, Scarlet",Quercus coccinea,1,0-3in,2,--,Boston,Allston-Brighton,Smith Playground,-71.1314163,42.3635063,POINT (-71.131415758999935 42.363504683000031),-71.13141576,42.36350468
467,45521,"Zelkova, Japanese",Zelkova serrata,1,12-18in,16,--,Boston,Allston-Brighton,Smith Playground,-71.1314011,42.3632736,POINT (-71.131398324999964 42.363271816000065),-71.13139832,42.36327182
468,45522,"Zelkova, Japanese",Zelkova serrata,1,18-24in,23,--,Boston,Allston-Brighton,Smith Playground,-71.1312637,42.3632355,POINT (-71.131262872999969 42.363235152000073),-71.13126287,42.36323515
469,45523,"Planetree, London",Platanus x acerifolia,4,>30in,39,--,Boston,Allston-Brighton,Smith Playground,-71.1313705,42.3632088,POINT (-71.131367478999948 42.363210379000066),-71.13136748,42.36321038
470,45524,Serviceberry,Amelanchier species,6,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.132019,42.3635979,POINT (-71.132019255999978 42.363598821000039),-71.13201926,42.36359882
471,45525,Serviceberry,Amelanchier species,6,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.1319885,42.3635941,POINT (-71.13198706999998 42.363592875000052),-71.13198707,42.36359288
472,45526,Serviceberry,Amelanchier species,6,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.131958,42.3635712,POINT (-71.131958905999966 42.363572066000074),-71.13195891,42.36357207
473,45527,"Oak, Scarlet",Quercus coccinea,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1320724,42.3636398,POINT (-71.132072899999969 42.363639449000061),-71.1320729,42.36363945
474,45528,"Oak, Scarlet",Quercus coccinea,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1322556,42.3638649,POINT (-71.132256631999951 42.363865378000071),-71.13225663,42.36386538
475,45529,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1322403,42.3637581,POINT (-71.132239196999933 42.363759350000066),-71.1322392,42.36375935
476,45530,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1321793,42.3637085,POINT (-71.132181529999968 42.363709804000052),-71.13218153,42.3637098
477,45531,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1321106,42.3638268,POINT (-71.132113132999962 42.363827723000043),-71.13211313,42.36382772
478,45532,"Oak, Swamp White",Quercus bicolor,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1320038,42.3636436,POINT (-71.132007185999953 42.363645394000059),-71.13200719,42.36364539
479,45533,Serviceberry,Amelanchier species,8,6-12in,8,--,Boston,Allston-Brighton,Smith Playground,-71.1323242,42.3638573,POINT (-71.132322345999967 42.363858441000048),-71.13232235,42.36385844
480,45534,"Redbud, Eastern",Cercis canadensis,3,6-12in,8,--,Boston,Allston-Brighton,Smith Playground,-71.1322403,42.3638229,POINT (-71.132240537999962 42.363821778000045),-71.13224054,42.36382178
481,45535,"Redwood, Dawn",Metasequoia glyptostroboides,1,0-3in,2,--,Boston,Allston-Brighton,Smith Playground,-71.1319962,42.3637123,POINT (-71.131993774999955 42.363711786000067),-71.13199377,42.36371179
482,45538,Ash,Fraxinus species,1,6-12in,6,--,Boston,Roxbury,Beauford Play Area,-71.0757217,42.3160362,POINT (-71.075725052999985 42.316034502000036),-71.07572505,42.3160345
483,45539,Ash,Fraxinus species,1,6-12in,6,--,Boston,Roxbury,Beauford Play Area,-71.0756149,42.3160095,POINT (-71.075617764999947 42.316010702000028),-71.07561776,42.3160107
484,45540,Ash,Fraxinus species,1,6-12in,10,--,Boston,Roxbury,Beauford Play Area,-71.0758209,42.3158264,POINT (-71.075818930999958 42.315826251000033),-71.07581893,42.31582625
485,45541,Ash,Fraxinus species,1,6-12in,10,--,Boston,Roxbury,Beauford Play Area,-71.0757904,42.3158875,POINT (-71.075790766999944 42.315888726000026),-71.07579077,42.31588873
486,45542,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,22,--,Boston,Fenway/Longwood,Evans Way Park,-71.0975266,42.3383598,POINT (-71.097525461999965 42.338358357000061),-71.09752546,42.33835836
487,45560,"Oak, Scarlet",Quercus coccinea,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1321411,42.3645592,POINT (-71.132138949999955 42.364560447000031),-71.13213895,42.36456045
488,45561,Serviceberry,Amelanchier species,10,6-12in,12,--,Boston,Allston-Brighton,Smith Playground,-71.1321182,42.3646164,POINT (-71.132120173999965 42.364616929000078),-71.13212017,42.36461693
489,45562,Serviceberry,Amelanchier species,10,6-12in,12,--,Boston,Allston-Brighton,Smith Playground,-71.1320877,42.3646851,POINT (-71.132090669999968 42.364686292000044),-71.13209067,42.36468629
490,45563,Yellowwood,Cladrastis kentukea,1,3-6in,5,--,Boston,Allston-Brighton,Smith Playground,-71.1319427,42.3650246,POINT (-71.131941806999976 42.365026171000068),-71.13194181,42.36502617
491,45564,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1317444,42.3646355,POINT (-71.131740641999954 42.364636747000077),-71.13174064,42.36463675
492,45565,Serviceberry,Amelanchier species,10,6-12in,10,--,Boston,Allston-Brighton,Smith Playground,-71.1315842,42.3645744,POINT (-71.131581049999966 42.364574320000031),-71.13158105,42.36457432
493,45566,Serviceberry,Amelanchier species,10,6-12in,10,--,Boston,Allston-Brighton,Smith Playground,-71.1315384,42.3645897,POINT (-71.131536793999942 42.364590174000057),-71.13153679,42.36459017
494,45567,Serviceberry,Amelanchier species,10,6-12in,10,--,Boston,Allston-Brighton,Smith Playground,-71.1311493,42.3645477,POINT (-71.131147872999975 42.364548556000045),-71.13114787,42.36454856
495,45568,Serviceberry,Amelanchier species,10,6-12in,10,--,Boston,Allston-Brighton,Smith Playground,-71.1311569,42.3645096,POINT (-71.131158601999971 42.364507929000069),-71.1311586,42.36450793
496,45569,"Maple, Red",Acer rubrum,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1311646,42.3644676,POINT (-71.131163966999964 42.364469284000052),-71.13116397,42.36446928
497,45570,"Redbud, Eastern",Cercis canadensis,3,6-12in,8,--,Boston,Allston-Brighton,Smith Playground,-71.1310425,42.3647385,POINT (-71.131040584999937 42.364739801000042),-71.13104058,42.3647398
498,45571,"Redbud, Eastern",Cercis canadensis,3,6-12in,7,--,Boston,Allston-Brighton,Smith Playground,-71.131012,42.3647804,POINT (-71.13101108099994 42.364779437000038),-71.13101108,42.36477944
499,45572,"Redbud, Eastern",Cercis canadensis,3,6-12in,7,--,Boston,Allston-Brighton,Smith Playground,-71.1309586,42.3647842,POINT (-71.13096145999998 42.364782410000032),-71.13096146,42.36478241
500,45573,Tulip Tree,Liriodendron tulipifera,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1309052,42.3647804,POINT (-71.13090379199997 42.364781419000053),-71.13090379,42.36478142
501,45574,"Maple, Norway",Acer platanoides,1,12-18in,17,--,Boston,Allston-Brighton,Smith Playground,-71.1317596,42.3650818,POINT (-71.131760757999984 42.365082652000069),-71.13176076,42.36508265
502,42950,"Maple, Norway",Acer platanoides,1,12-18in,14,--,Boston,Allston-Brighton,Hobart Park,-71.1615143,42.3554192,POINT (-71.161516251999956 42.355420142000071),-71.16151625,42.35542014
503,42951,"Maple, Norway",Acer platanoides,1,6-12in,10,--,Boston,Allston-Brighton,Hobart Park,-71.1614685,42.3554115,POINT (-71.16147065399997 42.355412214000069),-71.16147065,42.35541221
504,42952,"Maple, Norway",Acer platanoides,1,18-24in,18,--,Boston,Allston-Brighton,Hobart Park,-71.1613998,42.3554001,POINT (-71.161403598999982 42.355400321000047),-71.1614036,42.35540032
505,42953,"Birch, River",Betula nigra,1,6-12in,6,--,Boston,Allston-Brighton,Hobart Park,-71.1612396,42.3553619,POINT (-71.161239983999963 42.355363652000051),-71.16123998,42.35536365
506,42954,"Birch, River",Betula nigra,1,6-12in,6,--,Boston,Allston-Brighton,Hobart Park,-71.1611862,42.3553543,POINT (-71.161186339999972 42.35535473300007),-71.16118634,42.35535473
507,42955,"Birch, River",Betula nigra,1,6-12in,6,--,Boston,Allston-Brighton,Hobart Park,-71.1611176,42.3553429,POINT (-71.161116602999982 42.355343831000027),-71.1611166,42.35534383
508,42956,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0,--,Boston,Allston-Brighton,Hobart Park,-71.1614914,42.3555832,POINT (-71.161494793999964 42.355584656000076),-71.16149479,42.35558466
509,42957,"Lilac, Japanese Tree",Syringa reticulata,1,3-6in,4,--,Boston,Allston-Brighton,Hobart Park,-71.1613159,42.3555679,POINT (-71.161314342999958 42.355566900000042),-71.16131434,42.3555669
510,43130,"Maple, Japanese",Acer palmatum,1,0-3in,1,--,Boston,Allston-Brighton,Hobart Park,-71.161087,42.3553848,POINT (-71.161088790999941 42.35538504200008),-71.16108879,42.35538504
511,43131,"Corktree, Amur",Phellodendron amurense,1,6-12in,10,--,Boston,Allston-Brighton,Hobart Park,-71.1610794,42.3554726,POINT (-71.161079402999974 42.355474236000077),-71.1610794,42.35547424
512,43132,Horsechestnut,Aesculus hippocastanum,1,6-12in,8,--,Boston,Allston-Brighton,Hobart Park,-71.1610947,42.3557053,POINT (-71.161091472999942 42.355707132000077),-71.16109147,42.35570713
513,43133,Horsechestnut,Aesculus hippocastanum,1,6-12in,8,--,Boston,Allston-Brighton,Hobart Park,-71.1610718,42.3557816,POINT (-71.161074038999971 42.35578047000007),-71.16107404,42.35578047
514,43134,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12,--,Boston,Allston-Brighton,Hobart Park,-71.1610641,42.3558464,POINT (-71.161063309999975 42.355844887000046),-71.16106331,42.35584489
515,43135,"Maple, Norway",Acer platanoides,2,12-18in,14,--,Boston,Allston-Brighton,Hobart Park,-71.1610565,42.355896,POINT (-71.161053921999951 42.355895431000079),-71.16105392,42.35589543
516,43136,"Maple, Norway",Acer platanoides,3,24-30in,26,--,Boston,Allston-Brighton,Hobart Park,-71.1610489,42.3559189,POINT (-71.161051239999949 42.355919216000075),-71.16105124,42.35591922
517,43137,Crabapple spp.,Malus spp.,3,24-30in,28,--,Boston,Allston-Brighton,Hobart Park,-71.1610489,42.3559761,POINT (-71.161051239999949 42.355976696000027),-71.16105124,42.3559767
518,43138,Horsechestnut,Aesculus hippocastanum,1,6-12in,10,--,Boston,Allston-Brighton,Hobart Park,-71.1610565,42.3560448,POINT (-71.161056603999953 42.356046069000058),-71.1610566,42.35604607
519,43139,Horsechestnut,Aesculus hippocastanum,1,6-12in,8,--,Boston,Allston-Brighton,Hobart Park,-71.1611328,42.3560486,POINT (-71.161130364999963 42.356049042000052),-71.16113036,42.35604904
520,43140,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11,--,Boston,Allston-Brighton,Hobart Park,-71.1612091,42.3560562,POINT (-71.161206807999974 42.356057961000033),-71.16120681,42.35605796
521,43141,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20,--,Boston,Allston-Brighton,Hobart Park,-71.1612396,42.3560867,POINT (-71.161243017999936 42.356087692000074),-71.16124302,42.35608769
522,43142,Horsechestnut,Aesculus hippocastanum,1,12-18in,14,--,Boston,Allston-Brighton,Hobart Park,-71.1613388,42.3560677,POINT (-71.161338235999949 42.356068863000075),-71.16133824,42.35606886
523,43143,Mulberry,Morus species,3,>30in,35,--,Boston,Allston-Brighton,Rogers Park,-71.1605988,42.3485565,POINT (-71.160596604999967 42.348556339000027),-71.1605966,42.34855634
524,43144,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18,--,Boston,Allston-Brighton,Rogers Park,-71.1606445,42.3484497,POINT (-71.160647566999955 42.348450285000069),-71.16064757,42.34845029
525,43145,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.1606979,42.348381,POINT (-71.160698528999944 42.348380904000066),-71.16069853,42.3483809
526,43146,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Allston-Brighton,Rogers Park,-71.1607361,42.3483276,POINT (-71.160733397999934 42.348327381000047),-71.1607334,42.34832738
527,43147,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,19,--,Boston,Allston-Brighton,Rogers Park,-71.1607742,42.3482552,POINT (-71.160777653999958 42.348254035000025),-71.16077765,42.34825404
528,43148,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,11,--,Boston,Allston-Brighton,Rogers Park,-71.16082,42.3481941,POINT (-71.160819228999969 42.34819258300007),-71.16081923,42.34819258
529,43149,"Oak, Pin",Quercus palustris,1,>30in,36,--,Boston,Allston-Brighton,Rogers Park,-71.1608582,42.348114,POINT (-71.160860802999935 42.348112299000036),-71.1608608,42.3481123
530,43150,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Allston-Brighton,Rogers Park,-71.1609192,42.3480377,POINT (-71.160917128999984 42.348038953000071),-71.16091713,42.34803895
531,43151,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,17,--,Boston,Allston-Brighton,Rogers Park,-71.1609421,42.3479729,POINT (-71.16094260999995 42.347974527000076),-71.16094261,42.34797453
532,43152,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Allston-Brighton,Rogers Park,-71.1609955,42.3479195,POINT (-71.160993571999938 42.347919022000042),-71.16099357,42.34791902
533,43153,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,8,--,Boston,Allston-Brighton,Rogers Park,-71.1610413,42.3478508,POINT (-71.161041851999983 42.347851622000064),-71.16104185,42.34785162
